ID	Gene	d2.1_1	d2.2_1	d2.3_1	d30.1_1	d30.2_1	d30.3_1
P4316_enhancer_mutagenesis_430_CtoA	enhancer_mutagenesis_430_CtoA	568	517	405	1063	168	525
P4317_enhancer_mutagenesis_430_CtoT	enhancer_mutagenesis_430_CtoT	1123	398	254	271	834	243
P4318_enhancer_mutagenesis_430_CtoG	enhancer_mutagenesis_430_CtoG	1172	904	256	930	385	105
P4319_enhancer_mutagenesis_430_CtoA	enhancer_mutagenesis_430_CtoA	3703	2230	246	324	463	42
P4320_enhancer_mutagenesis_430_CtoT	enhancer_mutagenesis_430_CtoT	402	2658	652	512	105	603
P4321_enhancer_mutagenesis_430_CtoG	enhancer_mutagenesis_430_CtoG	3576	1994	1309	2288	3249	338
P4322_enhancer_mutagenesis_431_TtoA	enhancer_mutagenesis_431_TtoA	601	1581	249	1145	945	479
P4323_enhancer_mutagenesis_431_TtoC	enhancer_mutagenesis_431_TtoC	903	2638	380	1730	814	499
P4324_enhancer_mutagenesis_431_TtoG	enhancer_mutagenesis_431_TtoG	132	212	468	59	310	46
P4325_enhancer_mutagenesis_431_TtoA	enhancer_mutagenesis_431_TtoA	1214	5147	596	2953	1795	4669
P4326_enhancer_mutagenesis_431_TtoC	enhancer_mutagenesis_431_TtoC	1435	2379	537	1320	1183	498
P4327_enhancer_mutagenesis_431_TtoG	enhancer_mutagenesis_431_TtoG	5631	3688	379	1148	3710	2216
P4328_enhancer_mutagenesis_431_TtoA	enhancer_mutagenesis_431_TtoA	752	956	478	309	570	166
P4329_enhancer_mutagenesis_431_TtoC	enhancer_mutagenesis_431_TtoC	2274	2508	1951	2105	1582	874
P4330_enhancer_mutagenesis_431_TtoG	enhancer_mutagenesis_431_TtoG	4028	3334	836	1657	1176	2539
P4331_enhancer_mutagenesis_432_TtoA	enhancer_mutagenesis_432_TtoA	1428	2702	538	1188	2628	3070
P4332_enhancer_mutagenesis_432_TtoC	enhancer_mutagenesis_432_TtoC	1672	3759	354	2153	1136	770
P4333_enhancer_mutagenesis_432_TtoG	enhancer_mutagenesis_432_TtoG	838	3839	417	1896	723	2756
P4334_enhancer_mutagenesis_432_TtoA	enhancer_mutagenesis_432_TtoA	859	1175	571	624	939	221
P4335_enhancer_mutagenesis_432_TtoC	enhancer_mutagenesis_432_TtoC	692	1839	425	624	1635	351
P4336_enhancer_mutagenesis_432_TtoG	enhancer_mutagenesis_432_TtoG	2143	850	465	906	8297	678
P4337_enhancer_mutagenesis_432_TtoA	enhancer_mutagenesis_432_TtoA	4067	2332	942	2254	933	257
P4338_enhancer_mutagenesis_432_TtoC	enhancer_mutagenesis_432_TtoC	5186	3067	731	2606	750	8519
P4339_enhancer_mutagenesis_432_TtoG	enhancer_mutagenesis_432_TtoG	1450	3433	819	475	1298	1306
P4340_enhancer_mutagenesis_433_CtoA	enhancer_mutagenesis_433_CtoA	2778	4615	741	1737	2173	2613
P4341_enhancer_mutagenesis_433_CtoT	enhancer_mutagenesis_433_CtoT	1502	2879	590	1365	1276	793
P4342_enhancer_mutagenesis_433_CtoG	enhancer_mutagenesis_433_CtoG	1789	1824	460	1511	3370	878
P4343_enhancer_mutagenesis_433_CtoA	enhancer_mutagenesis_433_CtoA	1596	2133	796	2773	1051	3217
P4344_enhancer_mutagenesis_433_CtoT	enhancer_mutagenesis_433_CtoT	3752	4281	932	2406	4553	2305
P4345_enhancer_mutagenesis_433_CtoG	enhancer_mutagenesis_433_CtoG	1578	1702	765	1586	4697	762
P4346_enhancer_mutagenesis_433_CtoA	enhancer_mutagenesis_433_CtoA	2640	4949	974	1991	1251	1025
P4347_enhancer_mutagenesis_433_CtoT	enhancer_mutagenesis_433_CtoT	3907	3107	310	591	414	797
P4348_enhancer_mutagenesis_433_CtoG	enhancer_mutagenesis_433_CtoG	3689	4063	816	585	903	1913
P4349_enhancer_mutagenesis_434_TtoA	enhancer_mutagenesis_434_TtoA	608	779	486	1037	699	554
P4350_enhancer_mutagenesis_434_TtoC	enhancer_mutagenesis_434_TtoC	1096	2064	383	826	393	648
P4351_enhancer_mutagenesis_434_TtoG	enhancer_mutagenesis_434_TtoG	345	640	161	2094	495	252
P4352_enhancer_mutagenesis_434_TtoA	enhancer_mutagenesis_434_TtoA	844	1193	771	1040	1801	1040
P4353_enhancer_mutagenesis_434_TtoC	enhancer_mutagenesis_434_TtoC	865	1226	781	2323	1131	2380
P4354_enhancer_mutagenesis_434_TtoG	enhancer_mutagenesis_434_TtoG	1393	1700	387	2092	1249	1230
P4355_enhancer_mutagenesis_434_TtoA	enhancer_mutagenesis_434_TtoA	778	467	131	94	117	38
P4356_enhancer_mutagenesis_434_TtoC	enhancer_mutagenesis_434_TtoC	336	1070	456	502	674	3795
P4357_enhancer_mutagenesis_434_TtoG	enhancer_mutagenesis_434_TtoG	48056	13540	1985	23916	15948	14750
P4358_enhancer_mutagenesis_435_GtoA	enhancer_mutagenesis_435_GtoA	1671	3215	613	1391	1139	444
P4359_enhancer_mutagenesis_435_GtoT	enhancer_mutagenesis_435_GtoT	0	1	1	0	1	0
P4360_enhancer_mutagenesis_435_GtoC	enhancer_mutagenesis_435_GtoC	1638	1822	190	1922	1774	1301
P4361_enhancer_mutagenesis_435_GtoA	enhancer_mutagenesis_435_GtoA	1216	2066	389	1225	870	2507
P4362_enhancer_mutagenesis_435_GtoT	enhancer_mutagenesis_435_GtoT	2524	1596	577	2275	705	578
P4363_enhancer_mutagenesis_435_GtoC	enhancer_mutagenesis_435_GtoC	169	358	72	382	549	246
P4364_enhancer_mutagenesis_435_GtoA	enhancer_mutagenesis_435_GtoA	1354	1261	1692	215	546	89
P4365_enhancer_mutagenesis_435_GtoT	enhancer_mutagenesis_435_GtoT	4101	3104	644	2612	757	2036
P4366_enhancer_mutagenesis_435_GtoC	enhancer_mutagenesis_435_GtoC	2369	3138	2861	1334	943	548
P4367_enhancer_mutagenesis_436_AtoT	enhancer_mutagenesis_436_AtoT	697	1756	378	3230	1126	915
P4368_enhancer_mutagenesis_436_AtoC	enhancer_mutagenesis_436_AtoC	2592	3936	878	7207	5811	5145
P4369_enhancer_mutagenesis_436_AtoG	enhancer_mutagenesis_436_AtoG	1292	2644	328	2095	2764	2492
P4370_enhancer_mutagenesis_436_AtoT	enhancer_mutagenesis_436_AtoT	969	1972	458	1164	844	549
P4371_enhancer_mutagenesis_436_AtoC	enhancer_mutagenesis_436_AtoC	225	1181	103	624	355	412
P4372_enhancer_mutagenesis_436_AtoG	enhancer_mutagenesis_436_AtoG	952	1989	333	2534	4981	509
P4373_enhancer_mutagenesis_436_AtoT	enhancer_mutagenesis_436_AtoT	945	668	99	753	474	345
P4374_enhancer_mutagenesis_436_AtoC	enhancer_mutagenesis_436_AtoC	2354	3233	891	778	1429	301
P4375_enhancer_mutagenesis_436_AtoG	enhancer_mutagenesis_436_AtoG	3211	4297	1292	2114	1908	676
P4376_enhancer_mutagenesis_437_AtoT	enhancer_mutagenesis_437_AtoT	6126	3271	1339	2576	3122	1831
P4377_enhancer_mutagenesis_437_AtoC	enhancer_mutagenesis_437_AtoC	725	1257	382	600	796	544
P4378_enhancer_mutagenesis_437_AtoG	enhancer_mutagenesis_437_AtoG	1130	1041	356	593	527	437
P4379_enhancer_mutagenesis_437_AtoT	enhancer_mutagenesis_437_AtoT	1000	927	46	3106	1397	1135
P4380_enhancer_mutagenesis_437_AtoC	enhancer_mutagenesis_437_AtoC	512	2016	531	1473	960	1514
P4381_enhancer_mutagenesis_437_AtoG	enhancer_mutagenesis_437_AtoG	1215	2159	187	1407	1220	884
P4382_enhancer_mutagenesis_437_AtoT	enhancer_mutagenesis_437_AtoT	655	593	352	1248	357	202
P4383_enhancer_mutagenesis_437_AtoC	enhancer_mutagenesis_437_AtoC	2206	3156	447	357	1951	411
P4384_enhancer_mutagenesis_437_AtoG	enhancer_mutagenesis_437_AtoG	3353	7171	1294	2743	3859	1640
P4385_enhancer_mutagenesis_438_CtoA	enhancer_mutagenesis_438_CtoA	2128	1538	277	1861	1308	733
P4386_enhancer_mutagenesis_438_CtoT	enhancer_mutagenesis_438_CtoT	1924	4099	1550	3337	2188	1635
P4387_enhancer_mutagenesis_438_CtoG	enhancer_mutagenesis_438_CtoG	2028	2750	240	2388	1112	849
P4388_enhancer_mutagenesis_438_CtoA	enhancer_mutagenesis_438_CtoA	1505	2461	190	1302	2128	1477
P4389_enhancer_mutagenesis_438_CtoT	enhancer_mutagenesis_438_CtoT	2334	2354	1057	1402	3427	968
P4390_enhancer_mutagenesis_438_CtoG	enhancer_mutagenesis_438_CtoG	1659	3030	535	2135	3282	1299
P4391_enhancer_mutagenesis_438_CtoA	enhancer_mutagenesis_438_CtoA	712	301	42	104	63	120
P4392_enhancer_mutagenesis_438_CtoT	enhancer_mutagenesis_438_CtoT	1336	3067	390	1365	1006	681
P4393_enhancer_mutagenesis_438_CtoG	enhancer_mutagenesis_438_CtoG	2398	4582	272	1441	1640	680
P4394_enhancer_mutagenesis_439_AtoT	enhancer_mutagenesis_439_AtoT	793	1952	392	94	20	92
P4395_enhancer_mutagenesis_439_AtoC	enhancer_mutagenesis_439_AtoC	4670	4267	1115	815	3076	513
P4396_enhancer_mutagenesis_439_AtoG	enhancer_mutagenesis_439_AtoG	913	2328	411	1708	218	391
P4397_enhancer_mutagenesis_439_AtoT	enhancer_mutagenesis_439_AtoT	1872	1481	395	812	461	2099
P4398_enhancer_mutagenesis_439_AtoC	enhancer_mutagenesis_439_AtoC	1808	815	597	1012	219	537
P4399_enhancer_mutagenesis_439_AtoG	enhancer_mutagenesis_439_AtoG	1415	2139	284	2800	617	671
P4400_enhancer_mutagenesis_439_AtoT	enhancer_mutagenesis_439_AtoT	2458	2814	579	5449	3784	3421
P4401_enhancer_mutagenesis_439_AtoC	enhancer_mutagenesis_439_AtoC	3167	6177	1369	6752	2364	2916
P4402_enhancer_mutagenesis_439_AtoG	enhancer_mutagenesis_439_AtoG	2162	5533	1459	6932	3418	4617
P4403_enhancer_mutagenesis_440_TtoA	enhancer_mutagenesis_440_TtoA	2899	5374	818	1801	455	2016
P4404_enhancer_mutagenesis_440_TtoC	enhancer_mutagenesis_440_TtoC	801	222	202	109	344	21
P4405_enhancer_mutagenesis_440_TtoG	enhancer_mutagenesis_440_TtoG	4723	3636	837	1294	819	3688
P4406_enhancer_mutagenesis_440_TtoA	enhancer_mutagenesis_440_TtoA	930	2040	224	1104	1280	742
P4407_enhancer_mutagenesis_440_TtoC	enhancer_mutagenesis_440_TtoC	3951	2406	952	2371	1710	2346
P4408_enhancer_mutagenesis_440_TtoG	enhancer_mutagenesis_440_TtoG	819	1300	158	564	950	499
P4409_enhancer_mutagenesis_440_TtoA	enhancer_mutagenesis_440_TtoA	5738	10380	1004	10359	10274	8125
P4410_enhancer_mutagenesis_440_TtoC	enhancer_mutagenesis_440_TtoC	6048	6501	1282	7416	5806	3957
P4411_enhancer_mutagenesis_440_TtoG	enhancer_mutagenesis_440_TtoG	3344	10637	940	3641	4709	3736
P4412_enhancer_mutagenesis_441_CtoA	enhancer_mutagenesis_441_CtoA	4958	7375	1568	7191	3886	2796
P4413_enhancer_mutagenesis_441_CtoT	enhancer_mutagenesis_441_CtoT	3573	4746	846	4041	5116	3337
P4414_enhancer_mutagenesis_441_CtoG	enhancer_mutagenesis_441_CtoG	2531	6522	1762	3935	7484	3798
P4415_enhancer_mutagenesis_441_CtoA	enhancer_mutagenesis_441_CtoA	1922	2982	650	1580	493	240
P4416_enhancer_mutagenesis_441_CtoT	enhancer_mutagenesis_441_CtoT	1811	1623	348	328	350	1866
P4417_enhancer_mutagenesis_441_CtoG	enhancer_mutagenesis_441_CtoG	2356	3305	848	2100	568	2877
P4418_enhancer_mutagenesis_441_CtoA	enhancer_mutagenesis_441_CtoA	3638	3683	2064	7826	8913	5260
P4419_enhancer_mutagenesis_441_CtoT	enhancer_mutagenesis_441_CtoT	3871	4858	1306	3597	5100	4410
P4420_enhancer_mutagenesis_441_CtoG	enhancer_mutagenesis_441_CtoG	2450	5432	902	4934	2517	3210
P4421_enhancer_mutagenesis_442_CtoA	enhancer_mutagenesis_442_CtoA	1987	3985	935	4441	1303	1681
P4422_enhancer_mutagenesis_442_CtoT	enhancer_mutagenesis_442_CtoT	1499	3746	1004	3055	3873	1258
P4423_enhancer_mutagenesis_442_CtoG	enhancer_mutagenesis_442_CtoG	2584	3817	626	3684	2018	3127
P4424_enhancer_mutagenesis_442_CtoA	enhancer_mutagenesis_442_CtoA	611	1562	1045	346	29	38
P4425_enhancer_mutagenesis_442_CtoT	enhancer_mutagenesis_442_CtoT	1277	1722	308	1840	415	1845
P4426_enhancer_mutagenesis_442_CtoG	enhancer_mutagenesis_442_CtoG	1730	1681	223	207	53	180
P4427_enhancer_mutagenesis_442_CtoA	enhancer_mutagenesis_442_CtoA	4328	8961	2312	6787	4349	6420
P4428_enhancer_mutagenesis_442_CtoT	enhancer_mutagenesis_442_CtoT	2287	5993	851	4070	4636	3719
P4429_enhancer_mutagenesis_442_CtoG	enhancer_mutagenesis_442_CtoG	3663	10152	2029	5625	5909	4492
P4430_enhancer_mutagenesis_443_GtoA	enhancer_mutagenesis_443_GtoA	1521	1708	250	1635	661	373
P4431_enhancer_mutagenesis_443_GtoT	enhancer_mutagenesis_443_GtoT	567	1233	302	265	321	308
P4432_enhancer_mutagenesis_443_GtoC	enhancer_mutagenesis_443_GtoC	1950	2123	673	593	833	494
P4433_enhancer_mutagenesis_443_GtoA	enhancer_mutagenesis_443_GtoA	8337	11486	1487	12045	5434	6614
P4434_enhancer_mutagenesis_443_GtoT	enhancer_mutagenesis_443_GtoT	2991	6907	1057	2927	3253	2244
P4435_enhancer_mutagenesis_443_GtoC	enhancer_mutagenesis_443_GtoC	1397	3449	1006	2677	1292	3212
P4436_enhancer_mutagenesis_443_GtoA	enhancer_mutagenesis_443_GtoA	3187	4458	957	3055	1791	2366
P4437_enhancer_mutagenesis_443_GtoT	enhancer_mutagenesis_443_GtoT	5191	8242	1273	5314	6717	4433
P4438_enhancer_mutagenesis_443_GtoC	enhancer_mutagenesis_443_GtoC	3606	2346	504	1684	1422	1947
P4439_enhancer_mutagenesis_444_GtoA	enhancer_mutagenesis_444_GtoA	3141	4350	996	3811	2458	1434
P4440_enhancer_mutagenesis_444_GtoT	enhancer_mutagenesis_444_GtoT	1628	2908	404	2161	1280	527
P4441_enhancer_mutagenesis_444_GtoC	enhancer_mutagenesis_444_GtoC	2795	6456	1157	3825	2231	2435
P4442_enhancer_mutagenesis_444_GtoA	enhancer_mutagenesis_444_GtoA	1735	1216	348	562	2715	535
P4443_enhancer_mutagenesis_444_GtoT	enhancer_mutagenesis_444_GtoT	481	2079	84	331	124	362
P4444_enhancer_mutagenesis_444_GtoC	enhancer_mutagenesis_444_GtoC	1519	1023	231	621	82	205
P4445_enhancer_mutagenesis_444_GtoA	enhancer_mutagenesis_444_GtoA	2729	4067	619	3073	3427	4579
P4446_enhancer_mutagenesis_444_GtoT	enhancer_mutagenesis_444_GtoT	2504	2916	696	3234	2455	3595
P4447_enhancer_mutagenesis_444_GtoC	enhancer_mutagenesis_444_GtoC	1415	2960	279	2712	2701	1127
P4448_enhancer_mutagenesis_445_GtoA	enhancer_mutagenesis_445_GtoA	3356	4610	758	2394	1898	4619
P4449_enhancer_mutagenesis_445_GtoT	enhancer_mutagenesis_445_GtoT	1769	2982	545	1591	5681	988
P4450_enhancer_mutagenesis_445_GtoC	enhancer_mutagenesis_445_GtoC	14743	19509	2421	16940	13991	18494
P4451_enhancer_mutagenesis_445_GtoA	enhancer_mutagenesis_445_GtoA	1479	2882	838	621	1113	583
P4452_enhancer_mutagenesis_445_GtoT	enhancer_mutagenesis_445_GtoT	2135	239	294	234	289	86
P4453_enhancer_mutagenesis_445_GtoC	enhancer_mutagenesis_445_GtoC	3795	1857	412	1970	740	1508
P4454_enhancer_mutagenesis_445_GtoA	enhancer_mutagenesis_445_GtoA	1025	1909	243	844	675	277
P4455_enhancer_mutagenesis_445_GtoT	enhancer_mutagenesis_445_GtoT	231	1500	132	469	539	3247
P4456_enhancer_mutagenesis_445_GtoC	enhancer_mutagenesis_445_GtoC	1668	7368	637	3474	6151	1368
P4457_enhancer_mutagenesis_446_GtoA	enhancer_mutagenesis_446_GtoA	2699	3760	643	2977	3534	1821
P4458_enhancer_mutagenesis_446_GtoT	enhancer_mutagenesis_446_GtoT	1759	4212	1130	3766	502	1224
P4459_enhancer_mutagenesis_446_GtoC	enhancer_mutagenesis_446_GtoC	3396	8051	1585	5650	4821	6154
P4460_enhancer_mutagenesis_446_GtoA	enhancer_mutagenesis_446_GtoA	1099	1377	860	465	3313	259
P4461_enhancer_mutagenesis_446_GtoT	enhancer_mutagenesis_446_GtoT	980	1354	638	2138	3195	106
P4462_enhancer_mutagenesis_446_GtoC	enhancer_mutagenesis_446_GtoC	1881	529	213	385	453	213
P4463_enhancer_mutagenesis_446_GtoA	enhancer_mutagenesis_446_GtoA	612	1552	601	734	876	675
P4464_enhancer_mutagenesis_446_GtoT	enhancer_mutagenesis_446_GtoT	1312	5380	1187	2949	2362	1350
P4465_enhancer_mutagenesis_446_GtoC	enhancer_mutagenesis_446_GtoC	3357	5332	828	1927	2836	2187
P4466_enhancer_mutagenesis_447_AtoT	enhancer_mutagenesis_447_AtoT	3740	2125	323	1846	738	841
P4467_enhancer_mutagenesis_447_AtoC	enhancer_mutagenesis_447_AtoC	2371	3655	1052	2139	1436	1371
P4468_enhancer_mutagenesis_447_AtoG	enhancer_mutagenesis_447_AtoG	5437	7864	1261	5325	4480	2805
P4469_enhancer_mutagenesis_447_AtoT	enhancer_mutagenesis_447_AtoT	64	10	6	28	3	31
P4470_enhancer_mutagenesis_447_AtoC	enhancer_mutagenesis_447_AtoC	173	602	91	122	326	159
P4471_enhancer_mutagenesis_447_AtoG	enhancer_mutagenesis_447_AtoG	1678	1345	335	567	796	323
P4472_enhancer_mutagenesis_447_AtoT	enhancer_mutagenesis_447_AtoT	938	1748	370	576	757	646
P4473_enhancer_mutagenesis_447_AtoC	enhancer_mutagenesis_447_AtoC	2240	4215	759	3259	2646	4641
P4474_enhancer_mutagenesis_447_AtoG	enhancer_mutagenesis_447_AtoG	410	715	289	317	1634	254
P4475_enhancer_mutagenesis_448_GtoA	enhancer_mutagenesis_448_GtoA	2712	2873	546	3616	3152	1155
P4476_enhancer_mutagenesis_448_GtoT	enhancer_mutagenesis_448_GtoT	3220	3017	2028	2446	1621	1223
P4477_enhancer_mutagenesis_448_GtoC	enhancer_mutagenesis_448_GtoC	5368	8858	1548	4472	6898	3686
P4478_enhancer_mutagenesis_448_GtoA	enhancer_mutagenesis_448_GtoA	1187	2230	288	661	2931	1667
P4479_enhancer_mutagenesis_448_GtoT	enhancer_mutagenesis_448_GtoT	3072	412	1272	567	205	155
P4480_enhancer_mutagenesis_448_GtoC	enhancer_mutagenesis_448_GtoC	642	832	221	261	1097	400
P4481_enhancer_mutagenesis_448_GtoA	enhancer_mutagenesis_448_GtoA	2199	4482	1023	2556	3199	1312
P4482_enhancer_mutagenesis_448_GtoT	enhancer_mutagenesis_448_GtoT	470	919	1108	519	424	363
P4483_enhancer_mutagenesis_448_GtoC	enhancer_mutagenesis_448_GtoC	5624	9960	2056	3883	4472	2541
P4484_enhancer_mutagenesis_449_CtoA	enhancer_mutagenesis_449_CtoA	921	1912	1875	1931	440	1750
P4485_enhancer_mutagenesis_449_CtoT	enhancer_mutagenesis_449_CtoT	6009	6604	1258	3292	3400	2426
P4486_enhancer_mutagenesis_449_CtoG	enhancer_mutagenesis_449_CtoG	12753	7320	1239	3130	6029	3678
P4487_enhancer_mutagenesis_449_CtoA	enhancer_mutagenesis_449_CtoA	610	3305	358	583	367	2154
P4488_enhancer_mutagenesis_449_CtoT	enhancer_mutagenesis_449_CtoT	882	2997	383	1684	444	2121
P4489_enhancer_mutagenesis_449_CtoG	enhancer_mutagenesis_449_CtoG	457	459	116	1013	77	66
P4490_enhancer_mutagenesis_449_CtoA	enhancer_mutagenesis_449_CtoA	2646	3746	533	3718	1867	1169
P4491_enhancer_mutagenesis_449_CtoT	enhancer_mutagenesis_449_CtoT	1918	6624	1378	2606	4695	2983
P4492_enhancer_mutagenesis_449_CtoG	enhancer_mutagenesis_449_CtoG	601	2346	169	678	450	323
P4493_enhancer_mutagenesis_450_CtoA	enhancer_mutagenesis_450_CtoA	528	1407	195	590	356	505
P4494_enhancer_mutagenesis_450_CtoT	enhancer_mutagenesis_450_CtoT	3069	2401	522	2754	373	1859
P4495_enhancer_mutagenesis_450_CtoG	enhancer_mutagenesis_450_CtoG	620	2166	119	1361	386	293
P4496_enhancer_mutagenesis_450_CtoA	enhancer_mutagenesis_450_CtoA	1779	1504	569	1823	446	825
P4497_enhancer_mutagenesis_450_CtoT	enhancer_mutagenesis_450_CtoT	511	1792	407	318	2275	1386
P4498_enhancer_mutagenesis_450_CtoG	enhancer_mutagenesis_450_CtoG	2065	1085	460	1797	505	170
P4499_enhancer_mutagenesis_450_CtoA	enhancer_mutagenesis_450_CtoA	1793	3022	975	4525	1744	994
P4500_enhancer_mutagenesis_450_CtoT	enhancer_mutagenesis_450_CtoT	1496	2744	699	1752	4505	802
P4501_enhancer_mutagenesis_450_CtoG	enhancer_mutagenesis_450_CtoG	1139	2242	812	2092	4102	2431
P4502_enhancer_mutagenesis_451_AtoT	enhancer_mutagenesis_451_AtoT	2183	3945	1294	2142	2095	1579
P4503_enhancer_mutagenesis_451_AtoC	enhancer_mutagenesis_451_AtoC	1727	5106	1222	4150	735	890
P4504_enhancer_mutagenesis_451_AtoG	enhancer_mutagenesis_451_AtoG	290	1807	91	808	1325	313
P4505_enhancer_mutagenesis_451_AtoT	enhancer_mutagenesis_451_AtoT	2468	2084	473	922	1206	5341
P4506_enhancer_mutagenesis_451_AtoC	enhancer_mutagenesis_451_AtoC	5127	4244	911	1005	6503	516
P4507_enhancer_mutagenesis_451_AtoG	enhancer_mutagenesis_451_AtoG	1305	714	308	458	667	294
P4508_enhancer_mutagenesis_451_AtoT	enhancer_mutagenesis_451_AtoT	5674	7828	2212	5482	5110	3414
P4509_enhancer_mutagenesis_451_AtoC	enhancer_mutagenesis_451_AtoC	1229	2961	441	1563	1882	2889
P4510_enhancer_mutagenesis_451_AtoG	enhancer_mutagenesis_451_AtoG	1679	3820	2277	4142	2173	981
P4511_enhancer_mutagenesis_452_GtoA	enhancer_mutagenesis_452_GtoA	398	486	116	622	136	297
P4512_enhancer_mutagenesis_452_GtoT	enhancer_mutagenesis_452_GtoT	2132	4134	592	3097	6071	1465
P4513_enhancer_mutagenesis_452_GtoC	enhancer_mutagenesis_452_GtoC	660	1808	187	1511	1014	863
P4514_enhancer_mutagenesis_452_GtoA	enhancer_mutagenesis_452_GtoA	6804	6518	941	7471	6799	2174
P4515_enhancer_mutagenesis_452_GtoT	enhancer_mutagenesis_452_GtoT	5059	4128	1109	2806	2058	1333
P4516_enhancer_mutagenesis_452_GtoC	enhancer_mutagenesis_452_GtoC	5245	8862	1606	8166	6811	7474
P4517_enhancer_mutagenesis_452_GtoA	enhancer_mutagenesis_452_GtoA	3111	6268	782	2567	2558	2243
P4518_enhancer_mutagenesis_452_GtoT	enhancer_mutagenesis_452_GtoT	3139	2384	951	3977	3812	788
P4519_enhancer_mutagenesis_452_GtoC	enhancer_mutagenesis_452_GtoC	2363	4066	1692	3590	1875	1199
P4520_enhancer_mutagenesis_453_AtoT	enhancer_mutagenesis_453_AtoT	1772	4588	386	1859	2246	4155
P4521_enhancer_mutagenesis_453_AtoC	enhancer_mutagenesis_453_AtoC	1005	2803	524	3289	1309	872
P4522_enhancer_mutagenesis_453_AtoG	enhancer_mutagenesis_453_AtoG	2548	6923	915	4177	3899	2212
P4523_enhancer_mutagenesis_453_AtoT	enhancer_mutagenesis_453_AtoT	5785	4976	1802	2503	1331	1944
P4524_enhancer_mutagenesis_453_AtoC	enhancer_mutagenesis_453_AtoC	7173	5031	2135	6398	3413	2688
P4525_enhancer_mutagenesis_453_AtoG	enhancer_mutagenesis_453_AtoG	280	637	248	920	1051	106
P4526_enhancer_mutagenesis_453_AtoT	enhancer_mutagenesis_453_AtoT	5512	8016	1226	5963	3631	2272
P4527_enhancer_mutagenesis_453_AtoC	enhancer_mutagenesis_453_AtoC	10847	8383	2284	5398	4623	7455
P4528_enhancer_mutagenesis_453_AtoG	enhancer_mutagenesis_453_AtoG	1706	4807	471	2736	1375	652
P4529_enhancer_mutagenesis_454_CtoA	enhancer_mutagenesis_454_CtoA	687	3388	221	1667	774	1298
P4530_enhancer_mutagenesis_454_CtoT	enhancer_mutagenesis_454_CtoT	2664	3249	700	4885	2377	4069
P4531_enhancer_mutagenesis_454_CtoG	enhancer_mutagenesis_454_CtoG	485	2107	557	667	1911	660
P4532_enhancer_mutagenesis_454_CtoA	enhancer_mutagenesis_454_CtoA	1174	2318	244	3205	1583	1146
P4533_enhancer_mutagenesis_454_CtoT	enhancer_mutagenesis_454_CtoT	4752	8151	1129	7100	8984	2033
P4534_enhancer_mutagenesis_454_CtoG	enhancer_mutagenesis_454_CtoG	2623	4602	592	5224	1925	5193
P4535_enhancer_mutagenesis_454_CtoA	enhancer_mutagenesis_454_CtoA	3371	5405	1088	3883	1589	1672
P4536_enhancer_mutagenesis_454_CtoT	enhancer_mutagenesis_454_CtoT	3261	6144	2928	3419	2416	3452
P4537_enhancer_mutagenesis_454_CtoG	enhancer_mutagenesis_454_CtoG	7078	9416	1973	4830	3156	4090
P4538_enhancer_mutagenesis_455_TtoA	enhancer_mutagenesis_455_TtoA	2959	3585	837	2344	3467	3942
P4539_enhancer_mutagenesis_455_TtoC	enhancer_mutagenesis_455_TtoC	292	1173	76	770	370	140
P4540_enhancer_mutagenesis_455_TtoG	enhancer_mutagenesis_455_TtoG	6043	8694	2401	8189	4645	4448
P4541_enhancer_mutagenesis_455_TtoA	enhancer_mutagenesis_455_TtoA	917	1669	282	731	583	557
P4542_enhancer_mutagenesis_455_TtoC	enhancer_mutagenesis_455_TtoC	2317	6239	1034	1677	2263	4230
P4543_enhancer_mutagenesis_455_TtoG	enhancer_mutagenesis_455_TtoG	2980	3272	586	3576	5141	1959
P4544_enhancer_mutagenesis_455_TtoA	enhancer_mutagenesis_455_TtoA	2005	4604	1051	1928	1911	993
P4545_enhancer_mutagenesis_455_TtoC	enhancer_mutagenesis_455_TtoC	2829	4741	2365	3534	5779	3418
P4546_enhancer_mutagenesis_455_TtoG	enhancer_mutagenesis_455_TtoG	1872	3355	1399	2501	1057	1592
P4547_enhancer_mutagenesis_456_GtoA	enhancer_mutagenesis_456_GtoA	449	1356	166	798	1670	1540
P4548_enhancer_mutagenesis_456_GtoT	enhancer_mutagenesis_456_GtoT	3013	4272	1690	3894	3035	967
P4549_enhancer_mutagenesis_456_GtoC	enhancer_mutagenesis_456_GtoC	700	1540	135	819	832	568
P4550_enhancer_mutagenesis_456_GtoA	enhancer_mutagenesis_456_GtoA	1340	2368	576	1557	4215	1438
P4551_enhancer_mutagenesis_456_GtoT	enhancer_mutagenesis_456_GtoT	1723	1318	420	1049	292	346
P4552_enhancer_mutagenesis_456_GtoC	enhancer_mutagenesis_456_GtoC	2379	2217	665	1771	1008	2827
P4553_enhancer_mutagenesis_456_GtoA	enhancer_mutagenesis_456_GtoA	1909	2989	435	868	1465	585
P4554_enhancer_mutagenesis_456_GtoT	enhancer_mutagenesis_456_GtoT	7664	6821	1454	2628	4340	827
P4555_enhancer_mutagenesis_456_GtoC	enhancer_mutagenesis_456_GtoC	2653	5429	2208	2204	4571	1250
